organism_level_trait	QTL_Chr	QTL	mediator_transcript	mediator_gene	eQTL	mediation_estimate	adjusted_p	prop_med	q99_mediator
arsenic_pc1	I	4645862	Y54E10A.11.1	Y54E10A.11	3147807	0.00742146508035009	0.703	NA	Other genes
arsenic_pc1	I	4645862	B0205.9.2	B0205.9	10398584	0.00558536983659492	0.712	NA	Other genes
arsenic_pc1	I	4645862	C04F12.12.1	C04F12.12	9773671	0.00492301984808568	0.712	NA	Other genes
arsenic_pc1	I	4645862	H31G24.3.1	H31G24.3	3977983	0.00842671749211566	0.712	NA	Other genes
arsenic_pc1	I	4645862	F35F10.12.2	arrd-19	12576527	0.012247290081717	0.716	NA	Other genes
arsenic_pc1	I	4645862	F16D3.2.2	rsd-6	8318265	0.00621928315366071	0.717	NA	Other genes
arsenic_pc1	I	4645862	F55F8.9a.1	zipt-2.4	5962443	0.00828460130364254	0.718	NA	Other genes
arsenic_pc1	I	4645862	W02B3.4.1	W02B3.4	11834253	0.00888613683548755	0.718	NA	Other genes
arsenic_pc1	I	4645862	K07G5.2.1	xpa-1	7570359	0.00633651168957723	0.721	NA	Other genes
arsenic_pc1	I	4645862	C36B1.11.2	C36B1.11	8447886	0.00408135153194496	0.722	NA	Other genes
arsenic_pc1	I	4645862	R12E2.12.2	mrps-6	4266657	0.0018700386009125	0.722	NA	Other genes
arsenic_pc1	I	4645862	Y18D10A.13.2	pad-1	12842279	0.00692431622060358	0.722	NA	Other genes
arsenic_pc1	I	4645862	F11A6.15b.1	F11A6.15	11458256	0.00874614793584975	0.724	NA	Other genes
arsenic_pc1	I	4645862	Y37F4.3.1	Y37F4.3	10826462	0.00863143247083907	0.725	NA	Other genes
arsenic_pc1	I	4645862	Y74C9A.9	Y74C9A.9	2408326	0.000974860469175149	0.725	NA	Other genes
arsenic_pc1	I	4645862	F26A3.5.2	F26A3.5	7570359	0.0051919312802687	0.726	NA	Other genes
arsenic_pc1	I	4645862	F08F3.10.1	F08F3.10	11492030	0.00557096273341027	0.727	NA	Other genes
arsenic_pc1	I	4645862	F53F10.8.1	F53F10.8	3977983	0.0028972520078148	0.727	NA	Other genes
arsenic_pc1	I	4645862	Y51F10.4a.1	Y51F10.4	1938599	0.0036125670321159	0.727	NA	Other genes
arsenic_pc1	I	4645862	W02A11.2.1	vps-25	12737530	0.00235494274383414	0.728	NA	Other genes
arsenic_pc1	I	4645862	Y51F10.3a.2	Y51F10.3	2100737	0.00167572427784235	0.728	NA	Other genes
arsenic_pc1	I	4645862	Y47H9C.1.1	Y47H9C.1	11778216	0.00535687189122584	0.731	NA	Other genes
arsenic_pc1	I	4645862	Y73E7A.9a.1	adpr-1	1649125	0.00296411001086679	0.731	NA	Other genes
arsenic_pc1	I	4645862	C01C4.1.2	nlp-1	11492030	0.00267996756654714	0.735	NA	Other genes
arsenic_pc1	I	4645862	T14G8.3.1	T14G8.3	11173306	0.00759555542476823	0.736	NA	Other genes
arsenic_pc1	I	4645862	Y38F1A.10e.1	max-2	12762897	0.00208550822251404	0.736	NA	Other genes
arsenic_pc1	I	4645862	Y53H1B.1.1	cutl-10	11293639	0.00764899310300245	0.736	NA	Other genes
arsenic_pc1	I	4645862	F26H9.7b.1	uev-3	9053315	0.00158181892694123	0.737	NA	Other genes
arsenic_pc1	I	4645862	Y44E3B.1b.2	zip-4	3264891	0.00403582720479863	0.738	NA	Other genes
arsenic_pc1	I	4645862	T08D2.5.2	T08D2.5	3173070	0.00665081527075431	0.741	NA	Other genes
arsenic_pc1	I	4645862	Y53C10A.7	fbxa-124	12005579	0.00723405637636921	0.741	NA	Other genes
arsenic_pc1	I	4645862	Y92H12BR.3b.1	Y92H12BR.3	1460652	0.00335571448058573	0.741	NA	Other genes
arsenic_pc1	I	4645862	ZK1025.8.1	ZK1025.8	11293639	0.00494675103307956	0.741	NA	Other genes
arsenic_pc1	I	4645862	B0344.1	B0344.1	12769876	0.014334392934652	0.743	NA	Other genes
arsenic_pc1	I	4645862	Y71F9AL.10d.1	Y71F9AL.10	2804940	0.00994439493794947	0.743	NA	Other genes
arsenic_pc1	I	4645862	Y23H5B.4.1	dmsr-2	2556319	0.00263167480737571	0.744	NA	Other genes
arsenic_pc1	I	4645862	W02A11.5.2	bath-34	12749852	0.00173568775111576	0.746	NA	Other genes
arsenic_pc1	I	4645862	C36B1.12a.2	imp-1	11466069	0.00198008342499408	0.749	NA	Other genes
arsenic_pc1	I	4645862	Y74C10AL.2.2	Y74C10AL.2	2452509	0.00344025487951651	0.75	NA	Other genes
arsenic_pc1	I	4645862	Y39H10A.6a.1	Y39H10A.6	14576765	0.00472291376911667	0.751	NA	Other genes
arsenic_pc1	I	4645862	T20F5.3.1	mrrf-1	4930428	0.00204148504294793	0.752	NA	Other genes
arsenic_pc1	I	4645862	Y18D10A.10.1	clec-104	12877088	0.0013570509151695	0.753	NA	Other genes
arsenic_pc1	I	4645862	Y44E3B.1a.2	zip-4	3264891	0.00430829578744648	0.754	NA	Other genes
arsenic_pc1	I	4645862	F33H2.7.2	set-10	14796721	0.00622943725195436	0.756	NA	Other genes
arsenic_pc1	I	4645862	K09B11.9a.1	uso-1	2747057	0.00141153012284403	0.756	NA	Other genes
arsenic_pc1	I	4645862	H16D19.5	H16D19.5	12680464	0.00950637692267886	0.759	NA	Other genes
arsenic_pc1	I	4645862	Y71F9AM.5b.1	nxt-1	2930071	0.0173372274857729	0.76	NA	Other genes
arsenic_pc1	I	4645862	F14B6.4.1	F14B6.4	12231088	0.00433987294160531	0.761	NA	Other genes
arsenic_pc1	I	4645862	H28O16.2.1	mcrs-1	12647535	0.0031870330251689	0.763	NA	Other genes
arsenic_pc1	I	4645862	C06A5.12.1	C06A5.12	6074462	0.0049012247490018	0.764	NA	Other genes
arsenic_pc1	I	4645862	ZK1025.2.1	ZK1025.2	11293639	0.0050616394347273	0.765	NA	Other genes
arsenic_pc1	I	4645862	W02A11.8.2	bath-35	9046450	0.00852114221871398	0.766	NA	Other genes
arsenic_pc1	I	4645862	M01B12.4a.2	M01B12.4	3426142	0.00197403567408548	0.771	NA	Other genes
arsenic_pc1	I	4645862	W04A4.2.1	W04A4.2	4479282	0.00233019042717651	0.778	NA	Other genes
arsenic_pc1	I	4645862	B0041.11.2	B0041.11	4686874	0.00123641740178826	0.779	NA	Other genes
arsenic_pc1	I	4645862	F16D3.2.1	rsd-6	8318265	0.00374703783972093	0.779	NA	Other genes
arsenic_pc1	I	4645862	Y48G8AL.5a.2	nsun-2	1185263	0.00927441508061104	0.779	NA	Other genes
arsenic_pc1	I	4645862	F52C6.8.1	bath-4	7045340	0.00235676916886623	0.781	NA	Other genes
arsenic_pc1	I	4645862	F52F12.4.1	lsl-1	9651408	0.00280651174202624	0.781	NA	Other genes
arsenic_pc1	I	4645862	M01B12.4c.1	M01B12.4	3073760	0.00135765908597009	0.781	NA	Other genes
arsenic_pc1	I	4645862	M01G12.12.1	rrf-2	12153609	0.00234843532022914	0.781	NA	Other genes
arsenic_pc1	I	4645862	Y47H9C.12.1	Y47H9C.12	10919979	0.0113528016124369	0.781	NA	Other genes
arsenic_pc1	I	4645862	F26E4.12.2	gpx-1	9574181	0.00206303440569183	0.782	NA	Other genes
arsenic_pc1	I	4645862	T21E3.1.1	egg-4	4330620	0.00423123346206996	0.782	NA	Other genes
arsenic_pc1	I	4645862	W03D8.10	W03D8.10	2795012	0.00869620145552026	0.782	NA	Other genes
arsenic_pc1	I	4645862	D1037.1.1	D1037.1	3673319	0.00112732491181385	0.783	NA	Other genes
arsenic_pc1	I	4645862	M01D7.7b.1	egl-30	1859074	0.00147771737725122	0.783	NA	Other genes
arsenic_pc1	I	4645862	F59H6.7.1	cya-2	12771585	0.00323640467706259	0.787	NA	Other genes
arsenic_pc1	I	4645862	C35E7.5b.1	C35E7.5	11023315	0.00643870388250639	0.788	NA	Other genes
arsenic_pc1	I	4645862	K07A3.2a.1	ptr-12	2591521	0.00564159217194024	0.789	NA	Other genes
arsenic_pc1	I	4645862	T12C9.3f.1	twk-2	11235630	0.00732600652547905	0.789	NA	Other genes
arsenic_pc1	I	4645862	B0205.13.1	B0205.13	12101627	0.00373751436570207	0.792	NA	Other genes
arsenic_pc1	I	4645862	C06A5.7a.2	unc-94	6074462	0.00195456130679444	0.797	NA	Other genes
arsenic_pc1	I	4645862	E01A2.7.2	poml-2	4316884	0.00529925995694018	0.799	NA	Other genes
arsenic_pc1	I	4645862	Y105E8A.23a.2	rpom-1	14497579	0.00492192917599553	0.799	NA	Other genes
arsenic_pc1	I	4645862	C01A2.3.2	oxa-1	11250635	0.00177147038312484	0.801	NA	Other genes
arsenic_pc1	I	4645862	B0205.9.1	B0205.9	11312403	0.005189638431052	0.802	NA	Other genes
arsenic_pc1	I	4645862	C47B2.9.2	C47B2.9	12981519	0.00484956647419032	0.803	NA	Other genes
arsenic_pc1	I	4645862	C05B5.5a.1	C05B5.5	12762897	0.00109119828766502	0.806	NA	Other genes
arsenic_pc1	I	4645862	C27C7.7.1	C27C7.7	11459788	0.00999261739566586	0.806	NA	Other genes
arsenic_pc1	I	4645862	F39H2.4.1	syp-3	8333166	0.00397069507878479	0.806	NA	Other genes
arsenic_pc1	I	4645862	W09G3.1a.1	W09G3.1	13853276	0.00336553299774997	0.807	NA	Other genes
arsenic_pc1	I	4645862	F40E3.2.2	mage-1	2594023	0.00367257669668681	0.809	NA	Other genes
arsenic_pc1	I	4645862	F15A4.13.1	fbxb-102	2588704	0.0015377861610429	0.81	NA	Other genes
arsenic_pc1	I	4645862	T19B4.5.2	T19B4.5	5810148	0.00577649581774091	0.81	NA	Other genes
arsenic_pc1	I	4645862	ZK228.1.1	ZK228.1	3173070	0.00396366348195681	0.811	NA	Other genes
arsenic_pc1	I	4645862	C27C7.3.1	nhr-74	11476443	0.00354167202580599	0.812	NA	Other genes
arsenic_pc1	I	4645862	D1007.5b.1	D1007.5	11710782	0.00550926025884464	0.812	NA	Other genes
arsenic_pc1	I	4645862	C30C11.4.2	hsp-110	2359948	0.00112467733233195	0.813	NA	Other genes
arsenic_pc1	I	4645862	F58D5.4c.1	ksr-2	11956767	0.00470386154985889	0.813	NA	Other genes
arsenic_pc1	I	4645862	C55C2.3.1	C55C2.3	2556319	0.00128440650219346	0.816	NA	Other genes
arsenic_pc1	I	4645862	Y92H12BL.1a.1	Y92H12BL.1	1247844	0.00454191097244867	0.816	NA	Other genes
arsenic_pc1	I	4645862	F40E3.7	F40E3.7	2638525	0.00620281331057235	0.819	NA	Other genes
arsenic_pc1	I	4645862	R06C1.3a.1	wve-1	11940016	0.00139361566167387	0.822	NA	Other genes
arsenic_pc1	I	4645862	Y71G12B.9a.1	lin-65	2728998	0.00180170448127124	0.824	NA	Other genes
arsenic_pc1	I	4645862	C47B2.6a.1	gale-1	12966551	0.00489176926326102	0.825	NA	Other genes
arsenic_pc1	I	4645862	Y47G6A.27	miro-3	3554258	0.0019814430169226	0.826	NA	Other genes
arsenic_pc1	I	4645862	Y51H1A.3a.1	Y51H1A.3	2707175	0.00607127733804392	0.827	NA	Other genes
arsenic_pc1	I	4645862	E03H4.8.1	E03H4.8	12422178	0.00147850155798866	0.828	NA	Other genes
arsenic_pc1	I	4645862	F14H3.15.1	F14H3.15	11250635	0.000735109501468424	0.829	NA	Other genes
arsenic_pc1	I	4645862	ZK682.2.1	slc-17.7	11802301	0.00520744315399721	0.83	NA	Other genes
arsenic_pc1	I	4645862	C27C7.1.1	C27C7.1	11476443	0.000939432510259384	0.831	NA	Other genes
arsenic_pc1	I	4645862	B0250.3	B0250.3	1689321	0.00388626216179555	0.832	NA	Other genes
arsenic_pc1	I	4645862	Y71F9AL.10b.1	Y71F9AL.10	2804940	0.00479308362805536	0.834	NA	Other genes
arsenic_pc1	I	4645862	F18E2.5b.1	gpa-13	12538057	0.00151645106950739	0.835	NA	Other genes
arsenic_pc1	I	4645862	T08E11.3.1	math-40	2775461	0.00245853736042308	0.835	NA	Other genes
arsenic_pc1	I	4645862	K09H11.7.1	pgph-1	1886781	0.00281766586369012	0.836	NA	Other genes
arsenic_pc1	I	4645862	M01B12.3.2	arx-7	3088413	0.0010181282195441	0.838	NA	Other genes
arsenic_pc1	I	4645862	F58D5.9.1	F58D5.9	11854295	0.00471309885863438	0.84	NA	Other genes
arsenic_pc1	I	4645862	T23G11.2.1	gna-2	7570359	0.00265299015856174	0.843	NA	Other genes
arsenic_pc1	I	4645862	F19G12.9a.1	F19G12.9	4696683	0.00585689595183821	0.845	NA	Other genes
arsenic_pc1	I	4645862	F47C12.8.1	F47C12.8	3173070	0.00781113298458167	0.845	NA	Other genes
arsenic_pc1	I	4645862	T23G11.2.2	gna-2	7570359	0.00181646023269974	0.846	NA	Other genes
arsenic_pc1	I	4645862	F20C5.1i.1	parg-1	10826462	0.000988361675135146	0.85	NA	Other genes
arsenic_pc1	I	4645862	C04C3.7.1	C04C3.7	12490467	0.00104979047816807	0.851	NA	Other genes
arsenic_pc1	I	4645862	C36A4.11.1	C36A4.11	4696683	0.00246579136449738	0.851	NA	Other genes
arsenic_pc1	I	4645862	F38C2.5.1	ccch-2	11480040	0.00278937914300364	0.851	NA	Other genes
arsenic_pc1	I	4645862	R11A5.2.2	nud-2	6864402	0.00316255996512104	0.852	NA	Other genes
arsenic_pc1	I	4645862	Y51F10.11.1	Y51F10.11	2086842	0.000682228359115396	0.854	NA	Other genes
arsenic_pc1	I	4645862	Y37E3.3.2	rpb-10	2170698	0.00373555508858917	0.856	NA	Other genes
arsenic_pc1	I	4645862	B0041.2e.1	ain-2	4686874	0.0023333405358569	0.857	NA	Other genes
arsenic_pc1	I	4645862	F56G4.2.1	pes-2.1	11353735	0.000752105546827224	0.857	NA	Other genes
arsenic_pc1	I	4645862	Y119C1B.10b.1	Y119C1B.10	4588009	0.00232339371919462	0.857	NA	Other genes
arsenic_pc1	I	4645862	ZK662.5.1	ZK662.5	11789362	0.00136911479849024	0.857	NA	Other genes
arsenic_pc1	I	4645862	C08E3.12.1	fbxa-160	13171417	0.00227848493163526	0.858	NA	Other genes
arsenic_pc1	I	4645862	Y39G10AR.21a.1	nsun-4	2324491	0.0074200693527985	0.858	NA	Other genes
arsenic_pc1	I	4645862	F56D6.16	F56D6.16	4446767	0.00109709688572442	0.86	NA	Other genes
arsenic_pc1	I	4645862	Y23H5B.8.1	Y23H5B.8	2558789	0.00308598028642558	0.862	NA	Other genes
arsenic_pc1	I	4645862	C41D11.1d.1	eri-6	4375134	0.000837519269227147	0.863	NA	Other genes
arsenic_pc1	I	4645862	F08A8.4.2	acox-1.4	11788608	0.00282869512614363	0.864	NA	Other genes
arsenic_pc1	I	4645862	T10B5.7b.1	T10B5.7	7759192	0.000999536286807003	0.864	NA	Other genes
arsenic_pc1	I	4645862	Y37E3.11b.1	pcyt-2.1	2111366	0.00518035915917878	0.864	NA	Other genes
arsenic_pc1	I	4645862	R11A5.4a.1	pck-2	11173306	0.000821127564324521	0.865	NA	Other genes
arsenic_pc1	I	4645862	Y39G10AR.7b.1	ekl-7	2359948	0.00212448801893365	0.865	NA	Other genes
arsenic_pc1	I	4645862	M01B12.3.1	arx-7	3059060	0.00278184535269704	0.869	NA	Other genes
arsenic_pc1	I	4645862	Y55F3AM.3a.1	rbm-39	12987942	0.0039312110574284	0.869	NA	Other genes
arsenic_pc1	I	4645862	F53E4.1a.2	F53E4.1	12101627	0.00159612843439359	0.871	NA	Other genes
arsenic_pc1	I	4645862	B0025.1a.1	vps-34	4754801	0.00256060478604064	0.872	NA	Other genes
arsenic_pc1	I	4645862	R10E4.2g.2	sup-26	2941076	0.000437153336213925	0.875	NA	Other genes
arsenic_pc1	I	4645862	Y51H1A.3a.2	Y51H1A.3	2707175	0.0123726677567782	0.877	NA	Other genes
arsenic_pc1	I	4645862	C47C12.4	miro-2	3524078	0.00295382927903999	0.878	NA	Other genes
arsenic_pc1	I	4645862	R07C3.5.1	fbxc-34	2018645	0.00109952058813844	0.881	NA	Other genes
arsenic_pc1	I	4645862	W02A11.6	W02A11.6	12759682	0.00434836014987529	0.881	NA	Other genes
arsenic_pc1	I	4645862	ZK1025.10.1	nhr-245	11372174	0.00196977250122972	0.882	NA	Other genes
arsenic_pc1	I	4645862	T07G12.10.2	zim-2	12428713	0.000360903778553306	0.884	NA	Other genes
arsenic_pc1	I	4645862	ZK973.2.1	cec-10	4416369	0.000334159638002538	0.885	NA	Other genes
arsenic_pc1	I	4645862	Y119C1B.10a.1	Y119C1B.10	4513340	0.0011331076745119	0.888	NA	Other genes
arsenic_pc1	I	4645862	C06A5.7a.1	unc-94	6074462	0.00121109040765835	0.89	NA	Other genes
arsenic_pc1	I	4645862	M01G12.14.1	M01G12.14	12070233	0.000359141768392155	0.89	NA	Other genes
arsenic_pc1	I	4645862	Y119C1B.8b.1	bet-1	4502140	0.00151674320933286	0.891	NA	Other genes
arsenic_pc1	I	4645862	C46F11.2a.1	gsr-1	1727192	0.00254812733865746	0.892	NA	Other genes
arsenic_pc1	I	4645862	T19B4.5.1	T19B4.5	5810148	0.00193504767164886	0.893	NA	Other genes
arsenic_pc1	I	4645862	Y47H9C.10.1	fbxa-216	11895976	0.00519086291381926	0.893	NA	Other genes
arsenic_pc1	I	4645862	T10B11.7b.1	hrde-4	12186039	0.0014811402519205	0.896	NA	Other genes
arsenic_pc1	I	4645862	K02F2.4.1	ulp-5	2013029	0.00230695606441786	0.897	NA	Other genes
arsenic_pc1	I	4645862	R12C12.8b	R12C12.8	3173070	0.000749480841076904	0.897	NA	Other genes
arsenic_pc1	I	4645862	Y54G11A.6.2	ctl-1	14542418	0.00149249525980061	0.897	NA	Other genes
arsenic_pc1	I	4645862	ZK1055.4.2	ZK1055.4	2747057	0.00136524698620812	0.898	NA	Other genes
arsenic_pc1	I	4645862	C08E3.11	fbxa-159	13355703	0.000331284568821509	0.9	NA	Other genes
arsenic_pc1	I	4645862	C36A4.12	C36A4.12	10702236	0.00220129805735371	0.9	NA	Other genes
arsenic_pc1	I	4645862	R09B3.6	R09B3.6	11913243	0.00190101222017909	0.9	NA	Other genes
arsenic_pc1	I	4645862	F25B3.1.1	ehbp-1	12762897	0.00033749506192843	0.902	NA	Other genes
arsenic_pc1	I	4645862	Y39G10AR.20.1	tbca-1	2284924	0.00060550616250172	0.904	NA	Other genes
arsenic_pc1	I	4645862	F27C1.3.1	F27C1.3	4847185	0.00219107080883519	0.905	NA	Other genes
arsenic_pc1	I	4645862	Y18H1A.1.1	ptp-5.3	32533	0.00206566980434912	0.906	NA	Other genes
arsenic_pc1	I	4645862	ZC434.7b.2	coa-6	11293639	0.000238537986674716	0.906	NA	Other genes
arsenic_pc1	I	4645862	Y23H5B.9.1	nspd-8	2565493	0.000669345407989794	0.907	NA	Other genes
arsenic_pc1	I	4645862	F26A3.5.1	F26A3.5	7570359	0.00106809576224395	0.908	NA	Other genes
arsenic_pc1	I	4645862	F25G6.1.2	F25G6.1	7282216	0.000603482878773189	0.911	NA	Other genes
arsenic_pc1	I	4645862	Y26D4A.8.1	pals-13	4609835	0.000731289543318265	0.914	NA	Other genes
arsenic_pc1	I	4645862	C47B2.8.1	prx-11	12966551	0.00156215745558062	0.916	NA	Other genes
arsenic_pc1	I	4645862	C24A11.8c.1	frm-4	5294573	0.000192385431105571	0.919	NA	Other genes
arsenic_pc1	I	4645862	T07D10.8	T07D10.8	12677225	0.000328492181311293	0.919	NA	Other genes
arsenic_pc1	I	4645862	C01H6.5b.2	nhr-23	4593675	0.00104497288611399	0.922	NA	Other genes
arsenic_pc1	I	4645862	C41D11.1a.2	eri-6	4434616	0.000299121441587954	0.922	NA	Other genes
arsenic_pc1	I	4645862	R13H8.1c.1	daf-16	10672652	0.000680057262815847	0.922	NA	Other genes
arsenic_pc1	I	4645862	Y23H5B.1.1	Y23H5B.1	2565493	0.00143306065092266	0.924	NA	Other genes
arsenic_pc1	I	4645862	Y71G12B.10.2	Y71G12B.10	1733512	0.00060337906004795	0.927	NA	Other genes
arsenic_pc1	I	4645862	F48G7.12a.1	F48G7.12	2820424	0.000875004361793346	0.931	NA	Other genes
arsenic_pc1	I	4645862	M01A10.3.1	ostd-1	4847185	0.00184851343754515	0.931	NA	Other genes
arsenic_pc1	I	4645862	Y59H11AR.6	Y59H11AR.6	4357553	0.000624786941108223	0.932	NA	Other genes
arsenic_pc1	I	4645862	Y37F4.1.1	Y37F4.1	10826462	0.0016259678702503	0.933	NA	Other genes
arsenic_pc1	I	4645862	F23C8.4.1	ubxn-1	2433866	0.00279611826424571	0.936	NA	Other genes
arsenic_pc1	I	4645862	Y54E10BR.4.2	Y54E10BR.4	3017236	0.000962758302249147	0.938	NA	Other genes
arsenic_pc1	I	4645862	C41D11.6.1	C41D11.6	4502140	0.000105050587304122	0.939	NA	Other genes
arsenic_pc1	I	4645862	Y71F9AR.4.2	Y71F9AR.4	3031319	0.000371798136195851	0.939	NA	Other genes
arsenic_pc1	I	4645862	K10D3.6.1	K10D3.6	9765400	0.000545995817257662	0.94	NA	Other genes
arsenic_pc1	I	4645862	Y71F9AL.10a.1	Y71F9AL.10	2804940	0.0012564927385865	0.94	NA	Other genes
arsenic_pc1	I	4645862	ZC434.8.2	ZC434.8	10117295	0.00174635092451245	0.94	NA	Other genes
arsenic_pc1	I	4645862	F26E4.11.1	hrdl-1	11940016	0.000376000206149783	0.942	NA	Other genes
arsenic_pc1	I	4645862	R06F6.1.2	cdl-1	8471837	0.00156375265980822	0.942	NA	Other genes
arsenic_pc1	I	4645862	C34E10.6.2	atp-2	3351378	0.000434937921574313	0.944	NA	Other genes
arsenic_pc1	I	4645862	R07C12.1.1	R07C12.1	1703084	0.000821527034950917	0.945	NA	Other genes
arsenic_pc1	I	4645862	T27B7.4b.1	nhr-115	8484435	0.00216711051004111	0.945	NA	Other genes
arsenic_pc1	I	4645862	Y102A5C.1.2	fbxa-206	2417713	0.000891028342052855	0.946	NA	Other genes
arsenic_pc1	I	4645862	Y39H10A.6b.1	Y39H10A.6	8484435	0.000223312987559748	0.946	NA	Other genes
arsenic_pc1	I	4645862	F36H12.2a.1	F36H12.2	11670232	0.000209656589342702	0.95	NA	Other genes
arsenic_pc1	I	4645862	W09C5.9	W09C5.9	13831566	0.000478913244831332	0.95	NA	Other genes
arsenic_pc1	I	4645862	Y23H5A.7b.1	cars-1	2580615	0.000823824129674816	0.95	NA	Other genes
arsenic_pc1	I	4645862	M01B12.4c.2	M01B12.4	3073760	0.00128458480394332	0.951	NA	Other genes
arsenic_pc1	I	4645862	Y71F9B.7.1	plk-2	2758220	0.000521551924714034	0.952	NA	Other genes
arsenic_pc1	I	4645862	Y71F9B.8a.2	lron-11	2877377	8.85070061513513e-05	0.954	NA	Other genes
arsenic_pc1	I	4645862	F32B5.4.1	msrp-1	2655826	9.65195035670036e-05	0.955	NA	Other genes
arsenic_pc1	I	4645862	C26C6.5b.1	dcp-66	10117295	0.000187698102906922	0.956	NA	Other genes
arsenic_pc1	I	4645862	C06H2.3a.1	jmjd-5	9765400	0.000623432910531362	0.958	NA	Other genes
arsenic_pc1	I	4645862	F35E12.9a.1	F35E12.9	12771585	2.01289097880077e-05	0.962	NA	Other genes
arsenic_pc1	I	4645862	Y39G10AR.9b.1	Y39G10AR.9	2297636	0.000642398026421685	0.962	NA	Other genes
arsenic_pc1	I	4645862	Y87G2A.8a.2	gpi-1	5962443	0.00031177512532706	0.965	NA	Other genes
arsenic_pc1	I	4645862	Y18D10A.6b.2	nhx-8	11613981	0.000940702385213006	0.967	NA	Other genes
arsenic_pc1	I	4645862	Y73B6BL.12.1	Y73B6BL.12	12323545	0.000288375962272181	0.967	NA	Other genes
arsenic_pc1	I	4645862	C04F12.6	C04F12.6	9495278	0.000652453848690161	0.968	NA	Other genes
arsenic_pc1	I	4645862	T06G6.4.1	T06G6.4	12647535	0.000893807357359573	0.968	NA	Other genes
arsenic_pc1	I	4645862	C17D12.1a.1	dhhc-7	11613981	0.000201235858196025	0.972	NA	Other genes
arsenic_pc1	I	4645862	VH15N14R.1.1	VH15N14R.1	7802091	0.000516815766629692	0.973	NA	Other genes
arsenic_pc1	I	4645862	Y73F8A.33	Y73F8A.33	3426142	0.000455354075618265	0.973	NA	Other genes
arsenic_pc1	I	4645862	Y54E10A.2.2	cogc-1	3238976	8.49745907451316e-05	0.974	NA	Other genes
arsenic_pc1	I	4645862	F02E8.3.2	aps-2	3904748	4.45182871248517e-05	0.976	NA	Other genes
arsenic_pc1	I	4645862	B0025.1a.2	vps-34	5489082	0.000693435187954527	0.977	NA	Other genes
arsenic_pc1	I	4645862	K10C3.5b.1	K10C3.5	9651408	0.000557434268765592	0.978	NA	Other genes
arsenic_pc1	I	4645862	R07C3.12	clec-44	10827365	0.000145666971074858	0.978	NA	Other genes
arsenic_pc1	I	4645862	Y37E3.11a.1	pcyt-2.1	2090527	0.000120535073451124	0.978	NA	Other genes
arsenic_pc1	I	4645862	Y48G8AL.1a.1	herc-1	4930428	0.00020784632742376	0.978	NA	Other genes
arsenic_pc1	I	4645862	C27C7.1.2	C27C7.1	11424624	8.13959020771317e-06	0.98	NA	Other genes
arsenic_pc1	I	4645862	Y74C10AL.2.1	Y74C10AL.2	2452509	0.000341265052001521	0.981	NA	Other genes
arsenic_pc1	I	4645862	W02A11.5.1	bath-34	12759682	0.00026877281826826	0.982	NA	Other genes
arsenic_pc1	I	4645862	C08E8.4.1	C08E8.4	1549172	2.00627376889697e-05	0.983	NA	Other genes
arsenic_pc1	I	4645862	D1007.10a.1	D1007.10	4842353	0.000126887478838002	0.984	NA	Other genes
arsenic_pc1	I	4645862	T27F6.8.2	T27F6.8	12683314	0.000235908424716425	0.985	NA	Other genes
arsenic_pc1	I	4645862	C35E7.5a.1	C35E7.5	11293639	8.09508418845301e-05	0.987	NA	Other genes
arsenic_pc1	I	4645862	Y18D10A.12.1	clec-106	12848359	0.000219113552120871	0.987	NA	Other genes
arsenic_pc1	I	4645862	Y37D8A.25.1	Y37D8A.25	12749852	0.000356503514495268	0.987	NA	Other genes
arsenic_pc1	I	4645862	Y39G10AR.17.1	sydn-1	2170282	1.53591212219997e-05	0.987	NA	Other genes
arsenic_pc1	I	4645862	Y110A7A.3.1	unc-63	4775095	9.26023713555631e-05	0.988	NA	Other genes
arsenic_pc1	I	4645862	Y53C10A.13	fbxa-122	12123431	5.43746118401654e-05	0.988	NA	Other genes
arsenic_pc1	I	4645862	Y54E10A.4c.1	fog-1	3217227	0.000372214547156909	0.988	NA	Other genes
arsenic_pc1	I	4645862	R06C1.3b.1	wve-1	12102116	0.000156455277682317	0.989	NA	Other genes
arsenic_pc1	I	4645862	F23C8.7.1	F23C8.7	2415282	0.000164306164955713	0.99	NA	Other genes
arsenic_pc1	I	4645862	Y71D11A.1b.1	cdh-12	11381435	0.000133505276090801	0.991	NA	Other genes
arsenic_pc1	I	4645862	Y71G12B.13.1	Y71G12B.13	1748330	4.85500361051942e-05	0.992	NA	Other genes
arsenic_pc1	I	4645862	C55C2.2.1	ssp-19	2562945	0.000102898458285551	0.995	NA	Other genes
arsenic_pc1	I	4645862	K09G1.4a.2	dop-2	12433277	0.000186220145089428	0.995	NA	Other genes
arsenic_pc1	I	4645862	T12B3.1.1	T12B3.1	10919979	0.000111780263701208	0.995	NA	Other genes
arsenic_pc1	I	4645862	Y53H1C.3.1	Y53H1C.3	11466069	6.84207793862492e-05	0.995	NA	Other genes
arsenic_pc1	I	4645862	Y71F9AR.2.1	Y71F9AR.2	2823448	5.96272890656541e-05	0.995	NA	Other genes
arsenic_pc1	I	4645862	ZC513.4.1	vars-1	8484435	1.35431874993364e-05	0.995	NA	Other genes
arsenic_pc1	I	4645862	F39H12.4.1	igcm-1	1200305	9.78700353805595e-07	0.998	NA	Other genes
