organism_level_trait	QTL_Chr	QTL	mediator_transcript	mediator_gene	eQTL	mediation_estimate	adjusted_p	prop_med	q99_mediator
Albendazole_q90.TOF	II	2222527	ZK1127.7.1	cin-4	9273089	0.010206242706355	0.242	NA	Other genes
Albendazole_q90.TOF	II	2222527	F43G6.11.2	hda-5	11865989	0.0101169288576289	0.243	NA	Other genes
Albendazole_q90.TOF	II	2222527	F13H10.5.1	F13H10.5	775060	0.0112334634565176	0.244	NA	Other genes
Albendazole_q90.TOF	II	2222527	T10B9.2.2	cyp-13A5	9550112	0.00909214971414491	0.244	NA	Other genes
Albendazole_q90.TOF	II	2222527	F59E10.2.1	cyn-4	11299183	0.0145767025857884	0.246	NA	Other genes
Albendazole_q90.TOF	II	2222527	D2062.4b.1	D2062.4	2625621	0.0144707487753239	0.247	NA	Other genes
Albendazole_q90.TOF	II	2222527	T24F1.3b.2	rsf-1	4278298	0.0122040779394399	0.248	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y59C2A.3.1	Y59C2A.3	2214312	0.0116099094728623	0.248	NA	Other genes
Albendazole_q90.TOF	II	2222527	K07E8.3.2	sdz-24	814142	0.031710463359475	0.249	NA	Other genes
Albendazole_q90.TOF	II	2222527	C02D5.1.2	acdh-6	13176850	0.00924759674281937	0.251	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZK563.1.1	slcf-2	946924	0.014009465029588	0.254	NA	Other genes
Albendazole_q90.TOF	II	2222527	F07F6.6.1	nmr-1	1186497	0.0079660020277102	0.255	NA	Other genes
Albendazole_q90.TOF	II	2222527	F42G4.7.1	F42G4.7	13018346	0.0150225944747512	0.255	NA	Other genes
Albendazole_q90.TOF	II	2222527	T05G5.3.1	cdk-1	1186497	0.012794802385154	0.256	NA	Other genes
Albendazole_q90.TOF	II	2222527	T06G6.6b.1	T06G6.6	13265642	0.0114880271764657	0.257	NA	Other genes
Albendazole_q90.TOF	II	2222527	F44E5.2.1	F44E5.2	11783433	0.0210458198176948	0.258	NA	Other genes
Albendazole_q90.TOF	II	2222527	H17B01.3	lips-14	1676521	0.0138304247837599	0.258	NA	Other genes
Albendazole_q90.TOF	II	2222527	K06C4.11.1	his-19	2319784	0.0262072318783811	0.258	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZK546.3	ZK546.3	6453819	0.0227616528768163	0.258	NA	Other genes
Albendazole_q90.TOF	II	2222527	B0393.5.1	B0393.5	946924	0.00691329742404905	0.264	NA	Other genes
Albendazole_q90.TOF	II	2222527	T05H4.7.1	T05H4.7	551358	0.0090314502721304	0.265	NA	Other genes
Albendazole_q90.TOF	II	2222527	F07B7.3.1	his-53	2319784	0.0262072318783811	0.267	NA	Other genes
Albendazole_q90.TOF	II	2222527	F15D4.1.2	btf-1	13215714	0.014222260019199	0.267	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y48E1B.10.1	gst-20	13605531	0.0110654354028894	0.268	NA	Other genes
Albendazole_q90.TOF	II	2222527	F18A11.6	F18A11.6	13072177	0.0170160872265177	0.269	NA	Other genes
Albendazole_q90.TOF	II	2222527	F32A11.2.1	hpr-17	13157045	0.0185147689378063	0.269	NA	Other genes
Albendazole_q90.TOF	II	2222527	F46E10.1b.1	acs-1	9545748	0.00849196348116651	0.272	NA	Other genes
Albendazole_q90.TOF	II	2222527	H10E21.5.2	H10E21.5	13539391	0.0180322180158176	0.272	NA	Other genes
Albendazole_q90.TOF	II	2222527	C50D2.6a.1	C50D2.6	799753	0.0178275092482736	0.273	NA	Other genes
Albendazole_q90.TOF	II	2222527	C17C3.12e.1	acdh-2	5505071	0.0335080257851698	0.274	NA	Other genes
Albendazole_q90.TOF	II	2222527	F07B7.10.1	his-51	2319784	0.0262072318783811	0.274	NA	Other genes
Albendazole_q90.TOF	II	2222527	K06C4.3.1	his-21	2319784	0.0262072318783811	0.275	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZK1307.8.1	ZK1307.8	4382642	0.0109076078582754	0.275	NA	Other genes
Albendazole_q90.TOF	II	2222527	F55C10.3.1	col-155	1186497	0.0216718826090728	0.277	NA	Other genes
Albendazole_q90.TOF	II	2222527	C05D9.5.1	ife-4	5529904	0.0179322635278887	0.282	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZK250.2.1	ZK250.2	1510086	0.022528951657324	0.282	NA	Other genes
Albendazole_q90.TOF	II	2222527	T19D12.2b.1	T19D12.2	5615191	0.00825082153349995	0.283	NA	Other genes
Albendazole_q90.TOF	II	2222527	F14D2.12.2	bath-30	3399258	0.0435452617495691	0.284	NA	Other genes
Albendazole_q90.TOF	II	2222527	T22D2.1.1	vab-19	946924	0.0118458996591282	0.285	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y38E10A.10	lips-16	12737784	0.00854677110986389	0.286	NA	Other genes
Albendazole_q90.TOF	II	2222527	T06D4.3	nep-19	2683587	0.0262056106982919	0.288	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y110A2AL.9.2	Y110A2AL.9	2769885	0.00754155919765877	0.288	NA	Other genes
Albendazole_q90.TOF	II	2222527	B0331.1.1	cyp-29A4	3569186	0.0161215439329364	0.289	NA	Other genes
Albendazole_q90.TOF	II	2222527	F46C8.8.2	F46C8.8	946924	0.00717233480536537	0.289	NA	Other genes
Albendazole_q90.TOF	II	2222527	F46C8.8.2	F46C8.8	13265642	0.00717233480536537	0.289	NA	Other genes
Albendazole_q90.TOF	II	2222527	T28F12.3a.1	sos-1	5404993	0.0105946255379831	0.289	NA	Other genes
Albendazole_q90.TOF	II	2222527	C24G7.2.1	acd-1	946924	0.00791916541292592	0.29	NA	Other genes
Albendazole_q90.TOF	II	2222527	C33F10.12.1	C33F10.12	4837879	0.0148031480846126	0.29	NA	Other genes
Albendazole_q90.TOF	II	2222527	F18A12.3	nep-7	4279365	0.0132091066582972	0.29	NA	Other genes
Albendazole_q90.TOF	II	2222527	F46F5.15a.1	F46F5.15	799753	0.00880646148374361	0.291	NA	Other genes
Albendazole_q90.TOF	II	2222527	W10D9.3a.2	W10D9.3	333781	0.0693791929004436	0.291	0 ≤ prop_med ≤ 1	W10D9.3
Albendazole_q90.TOF	II	2222527	F22E5.20.1	F22E5.20	2335169	0.0142144706950561	0.292	NA	Other genes
Albendazole_q90.TOF	II	2222527	M03F4.6.2	M03F4.6	715409	0.0161061569037922	0.293	NA	Other genes
Albendazole_q90.TOF	II	2222527	T06C12.5	fbxa-198	1156235	0.0180534265431895	0.294	NA	Other genes
Albendazole_q90.TOF	II	2222527	C04A2.1.1	tbc-6	6839580	0.0182952982754956	0.299	NA	Other genes
Albendazole_q90.TOF	II	2222527	R06A4.10c.1	acr-20	300923	0.0103258897028992	0.299	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y48E1B.7.1	lin-38	13610369	0.00682506717809704	0.299	NA	Other genes
Albendazole_q90.TOF	II	2222527	F13D12.6.1	ctsa-1.2	11723460	0.0104407197841911	0.3	NA	Other genes
Albendazole_q90.TOF	II	2222527	T02G5.11a	T02G5.11	7389588	0.0139346769699888	0.3	NA	Other genes
Albendazole_q90.TOF	II	2222527	AH6.3.1	AH6.3	9520225	0.0158942997876541	0.303	NA	Other genes
Albendazole_q90.TOF	II	2222527	F14E5.2a.2	F14E5.2	9955578	0.0073527240367507	0.305	NA	Other genes
Albendazole_q90.TOF	II	2222527	C47D12.5.2	C47D12.5	11615223	0.0152093226251651	0.306	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y49F6C.5.1	bath-23	3434788	0.00833626841080818	0.306	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y49F6C.5.1	bath-23	10723058	0.00833626841080818	0.306	NA	Other genes
Albendazole_q90.TOF	II	2222527	F29G9.3.1	aps-1	3629604	0.020429392629648	0.308	NA	Other genes
Albendazole_q90.TOF	II	2222527	M195.3.2	amt-3	946924	0.00767457853469637	0.31	NA	Other genes
Albendazole_q90.TOF	II	2222527	F45D11.15.1	F45D11.15	1177961	0.0139560019269407	0.312	NA	Other genes
Albendazole_q90.TOF	II	2222527	R12E2.10.1	egg-5	13222375	0.00789957519387535	0.312	NA	Other genes
Albendazole_q90.TOF	II	2222527	T07D4.2a.1	T07D4.2	8849633	0.0106538669595326	0.312	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y45F10D.13d.1	sorb-1	4661856	0.00655366049805622	0.313	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y45F10D.13d.1	sorb-1	11033835	0.00655366049805622	0.313	NA	Other genes
Albendazole_q90.TOF	II	2222527	C25H3.14.1	C25H3.14	8795806	0.0139650321653225	0.314	NA	Other genes
Albendazole_q90.TOF	II	2222527	EGAP9.2.1	fut-2	946924	0.00745245863665171	0.314	NA	Other genes
Albendazole_q90.TOF	II	2222527	K04G2.7a.1	K04G2.7	946924	0.00664337661183622	0.314	NA	Other genes
Albendazole_q90.TOF	II	2222527	E01G4.7	E01G4.7	13495889	0.0149249825872434	0.315	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZK177.8b.1	ZK177.8	6662962	0.00654768614067433	0.315	NA	Other genes
Albendazole_q90.TOF	II	2222527	C03D6.4.2	npp-14	12885725	0.00909578203273264	0.317	NA	Other genes
Albendazole_q90.TOF	II	2222527	F10C1.8.2	F10C1.8	5747196	0.00915061950667393	0.317	NA	Other genes
Albendazole_q90.TOF	II	2222527	F09G8.2.1	crn-7	7284002	0.0228648547763763	0.318	NA	Other genes
Albendazole_q90.TOF	II	2222527	H19J13.1.1	otpl-8	946924	0.00661233814618808	0.319	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y48E1C.4a.2	Y48E1C.4	13477760	0.0122295775354403	0.319	NA	Other genes
Albendazole_q90.TOF	II	2222527	F16B4.9.1	nhr-178	946924	0.0090414989811416	0.32	NA	Other genes
Albendazole_q90.TOF	II	2222527	F28A10.13.1	F28A10.13	745191	0.00775034233070081	0.323	NA	Other genes
Albendazole_q90.TOF	II	2222527	F35D11.4.1	F35D11.4	9224316	0.0117689104403753	0.323	NA	Other genes
Albendazole_q90.TOF	II	2222527	K10G6.3g.1	sea-2	4355779	0.0107282713785605	0.323	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y110A2AL.8b.2	ptc-3	2857385	0.019777172744537	0.326	NA	Other genes
Albendazole_q90.TOF	II	2222527	W01F3.3h.1	mlt-11	13325346	0.0109761567878933	0.329	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y95B8A.1a.1	nas-30	946924	0.0088080838387049	0.329	NA	Other genes
Albendazole_q90.TOF	II	2222527	F26B1.4.1	col-58	946924	0.00628573714512314	0.332	NA	Other genes
Albendazole_q90.TOF	II	2222527	B0403.5.1	B0403.5	946924	0.00953632859591833	0.335	NA	Other genes
Albendazole_q90.TOF	II	2222527	C34F11.6.1	msp-49	5362800	0.0120632517686241	0.337	NA	Other genes
Albendazole_q90.TOF	II	2222527	F45E12.2b.1	brf-1	528911	0.00868269706779699	0.337	NA	Other genes
Albendazole_q90.TOF	II	2222527	B0344.2.1	wrt-9	12759500	0.00687270609853765	0.338	NA	Other genes
Albendazole_q90.TOF	II	2222527	C14F11.6.1	C14F11.6	13265642	0.0082044400204985	0.338	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y57A10A.15.1	polg-1	12128101	0.010838582293505	0.338	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y46G5A.5.1	pisy-1	12724884	0.00673925082520889	0.34	NA	Other genes
Albendazole_q90.TOF	II	2222527	C07D10.4.1	nas-7	946924	0.00886333925175466	0.343	NA	Other genes
Albendazole_q90.TOF	II	2222527	C32C4.1e.1	kvs-2	946924	0.0087812864490958	0.343	NA	Other genes
Albendazole_q90.TOF	II	2222527	T02B5.1.1	cest-1.1	946924	0.009279915174194	0.346	NA	Other genes
Albendazole_q90.TOF	II	2222527	F07E5.8.1	F07E5.8	2180709	0.00885430902709505	0.347	NA	Other genes
Albendazole_q90.TOF	II	2222527	F33A8.9.1	col-83	11043780	0.0146192955818146	0.347	NA	Other genes
Albendazole_q90.TOF	II	2222527	T13B5.9.1	T13B5.9	1075610	0.0162638410988493	0.347	NA	Other genes
Albendazole_q90.TOF	II	2222527	F21D12.1c.2	nhr-21	7210525	0.00593133249649319	0.348	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y48E1B.3d.1	Y48E1B.3	13504855	0.0140741001839877	0.348	NA	Other genes
Albendazole_q90.TOF	II	2222527	T27E4.2.1	hsp-16.11	11069358	0.00571511409484022	0.349	NA	Other genes
Albendazole_q90.TOF	II	2222527	F41C6.5.2	col-173	946924	0.0129749081037678	0.352	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y46G5A.19b.1	spds-1	12817634	0.0115838961266859	0.352	NA	Other genes
Albendazole_q90.TOF	II	2222527	F32B6.8b.2	tbc-3	9242674	0.00705951964847123	0.354	NA	Other genes
Albendazole_q90.TOF	II	2222527	R07C3.2b.1	fbxc-36	935213	0.0130181772632431	0.354	NA	Other genes
Albendazole_q90.TOF	II	2222527	C33F10.11b.1	C33F10.11	4596748	0.0128761530869674	0.355	NA	Other genes
Albendazole_q90.TOF	II	2222527	T10D4.19.1	T10D4.19	3249418	0.0245829720698303	0.356	NA	Other genes
Albendazole_q90.TOF	II	2222527	C17G1.6a.1	nas-37	946924	0.00803500278621311	0.358	NA	Other genes
Albendazole_q90.TOF	II	2222527	F45E12.3.1	cul-4	4505867	0.00562295484787219	0.358	NA	Other genes
Albendazole_q90.TOF	II	2222527	F13D12.7a.2	gpb-1	3115702	0.012052280768226	0.36	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y37H2A.6.1	fbxa-211	12735248	0.0138729288804523	0.361	NA	Other genes
Albendazole_q90.TOF	II	2222527	C41C4.8.2	cdc-48.2	8625472	0.0102896002682565	0.363	NA	Other genes
Albendazole_q90.TOF	II	2222527	T04B8.2	T04B8.2	843345	0.00713740733905994	0.363	NA	Other genes
Albendazole_q90.TOF	II	2222527	T05H10.7b.2	gpcp-2	8774168	0.00960030017892827	0.365	NA	Other genes
Albendazole_q90.TOF	II	2222527	F10E7.11.1	F10E7.11	7389588	0.00810292816774265	0.366	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y116F11B.6.1	Y116F11B.6	8795806	0.0170106224334241	0.366	NA	Other genes
Albendazole_q90.TOF	II	2222527	F45H7.2d.2	gei-1	946924	0.0120133607617025	0.367	NA	Other genes
Albendazole_q90.TOF	II	2222527	T08D2.5.2	T08D2.5	630902	0.0110422235277164	0.368	NA	Other genes
Albendazole_q90.TOF	II	2222527	T07G12.5a.1	T07G12.5	3657397	0.0048049602633704	0.369	NA	Other genes
Albendazole_q90.TOF	II	2222527	W09B6.3c.1	eri-3	1091173	0.0139932228187137	0.369	NA	Other genes
Albendazole_q90.TOF	II	2222527	H24G06.1a.1	H24G06.1	1186497	0.00548923301967856	0.37	NA	Other genes
Albendazole_q90.TOF	II	2222527	C15F1.3b.1	tra-2	6964225	0.00747148871101217	0.373	NA	Other genes
Albendazole_q90.TOF	II	2222527	F29B9.9a.1	col-111	946924	0.0097442179484525	0.373	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y40H4A.1a.2	gar-3	12809738	0.00497593517528548	0.373	NA	Other genes
Albendazole_q90.TOF	II	2222527	C33C12.6	srb-14	2196511	0.0171185846344819	0.375	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZK1127.1.2	nos-2	6920787	0.00796169277705692	0.375	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y54G11B.1.2	dmsr-6	2858869	0.00630375474080211	0.376	NA	Other genes
Albendazole_q90.TOF	II	2222527	C43G2.5a.1	try-3	9243856	0.00901858415424549	0.377	NA	Other genes
Albendazole_q90.TOF	II	2222527	F36H5.14.1	F36H5.14	1612208	0.0175221933060119	0.378	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y110A2AL.12b.1	pigw-1	2619550	0.00863779760354899	0.378	NA	Other genes
Albendazole_q90.TOF	II	2222527	T11A5.6c.1	clp-9	1186497	0.011626899940722	0.379	NA	Other genes
Albendazole_q90.TOF	II	2222527	T14F9.4a.1	peb-1	13273993	0.0100747946278123	0.379	NA	Other genes
Albendazole_q90.TOF	II	2222527	C01F1.2.2	sco-1	4307936	0.00553634495166091	0.38	NA	Other genes
Albendazole_q90.TOF	II	2222527	T01B7.3.2	rab-21	7406257	0.00689786970163861	0.38	NA	Other genes
Albendazole_q90.TOF	II	2222527	C17A2.5.1	oac-4	3579282	0.00491963556126255	0.381	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y17G9B.1.1	npp-26	5558019	0.00509284068731521	0.381	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y17G9B.1.1	npp-26	13339660	0.00509284068731521	0.381	NA	Other genes
Albendazole_q90.TOF	II	2222527	C27A2.4.1	pho-12	5136589	0.00515443588200508	0.382	NA	Other genes
Albendazole_q90.TOF	II	2222527	F45E4.3c.1	cla-1	946924	0.0060418048953551	0.382	NA	Other genes
Albendazole_q90.TOF	II	2222527	F54A3.6b.1	F54A3.6	1489680	0.00660626676020222	0.382	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y18H1A.11c.1	Y18H1A.11	12943220	0.0052348776388367	0.383	NA	Other genes
Albendazole_q90.TOF	II	2222527	F26D10.11.1	lhfp-4	13265642	0.0280867416494112	0.384	NA	Other genes
Albendazole_q90.TOF	II	2222527	F45H10.1b.1	alh-7	13484823	0.00649946521809706	0.384	NA	Other genes
Albendazole_q90.TOF	II	2222527	K07E8.7a.1	K07E8.7	648653	0.0220040298363899	0.385	NA	Other genes
Albendazole_q90.TOF	II	2222527	K07E8.3.1	sdz-24	660199	0.017361604789862	0.387	NA	Other genes
Albendazole_q90.TOF	II	2222527	T03G6.1.2	T03G6.1	13265642	0.00706097156985223	0.387	NA	Other genes
Albendazole_q90.TOF	II	2222527	W04H10.4a.1	clec-118	1408380	0.0161222513594287	0.387	NA	Other genes
Albendazole_q90.TOF	II	2222527	W04H10.4a.1	clec-118	8087770	0.0161222513594287	0.387	NA	Other genes
Albendazole_q90.TOF	II	2222527	F10E7.2.1	F10E7.2	6882120	0.00522723101152254	0.389	NA	Other genes
Albendazole_q90.TOF	II	2222527	F59G1.3.2	vps-35	5036642	0.00603423664097844	0.392	NA	Other genes
Albendazole_q90.TOF	II	2222527	M04B2.5c.1	twk-25	10723058	0.00642232809006522	0.392	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZK1055.4.2	ZK1055.4	630902	0.00761400537077596	0.394	NA	Other genes
Albendazole_q90.TOF	II	2222527	C06G1.1a.1	C06G1.1	946924	0.00567565286563889	0.395	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y57A10A.27.2	Y57A10A.27	12314626	0.00693942471113431	0.395	NA	Other genes
Albendazole_q90.TOF	II	2222527	C18H7.2a.1	inx-18	946924	0.00865587771606708	0.396	NA	Other genes
Albendazole_q90.TOF	II	2222527	K07E8.7b.1	K07E8.7	648653	0.024043259468631	0.398	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y59C2A.3.2	Y59C2A.3	2458227	0.0135919377048454	0.398	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y56A3A.7a.1	Y56A3A.7	946924	0.00676535433862386	0.399	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y46G5A.14.2	Y46G5A.14	12775053	0.00583722445833091	0.401	NA	Other genes
Albendazole_q90.TOF	II	2222527	R09D1.6.1	chil-19	9345644	0.00662093249782794	0.403	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y57A10B.3.1	btb-14	12339125	0.00449157760888476	0.403	NA	Other genes
Albendazole_q90.TOF	II	2222527	C06G3.7b.1	trxr-1	2701077	0.00722866149790263	0.404	NA	Other genes
Albendazole_q90.TOF	II	2222527	C31C9.1d.1	tag-10	13632241	0.00422441248486114	0.404	NA	Other genes
Albendazole_q90.TOF	II	2222527	F17B5.1a.1	F17B5.1	9780	0.00601585294147207	0.406	NA	Other genes
Albendazole_q90.TOF	II	2222527	F17B5.1a.1	F17B5.1	13907987	0.00601585294147207	0.406	NA	Other genes
Albendazole_q90.TOF	II	2222527	T05A8.5.1	T05A8.5	2815623	0.00428460161136511	0.407	NA	Other genes
Albendazole_q90.TOF	II	2222527	R12C12.8a	R12C12.8	5779077	0.00996067575500522	0.408	NA	Other genes
Albendazole_q90.TOF	II	2222527	F43C11.7.1	F43C11.7	2216946	0.0165412226322832	0.409	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y38E10A.16.1	nspe-5	12609559	0.00592820590563225	0.409	NA	Other genes
Albendazole_q90.TOF	II	2222527	F12E12.11.1	F12E12.11	384496	0.00579599584549358	0.41	NA	Other genes
Albendazole_q90.TOF	II	2222527	F12E12.11.1	F12E12.11	3739833	0.00579599584549358	0.41	NA	Other genes
Albendazole_q90.TOF	II	2222527	F25C8.4.1	acs-12	10181581	0.00837988032072085	0.41	NA	Other genes
Albendazole_q90.TOF	II	2222527	C13C12.2.1	C13C12.2	13265642	0.00799970883154376	0.412	NA	Other genes
Albendazole_q90.TOF	II	2222527	F45D11.2	F45D11.2	1001269	0.00541594407606909	0.412	NA	Other genes
Albendazole_q90.TOF	II	2222527	T24F1.3b.1	rsf-1	11307635	0.0111583011482817	0.412	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y41D4B.10a.1	dsl-3	6049853	0.00923147579297896	0.415	NA	Other genes
Albendazole_q90.TOF	II	2222527	F08D12.6.1	fbxb-108	2619532	0.00476703766377981	0.416	NA	Other genes
Albendazole_q90.TOF	II	2222527	F18F11.3g.1	cdh-8	946924	0.00550442589140533	0.416	NA	Other genes
Albendazole_q90.TOF	II	2222527	M01D7.7b.1	egl-30	3205369	0.00961967409939053	0.419	NA	Other genes
Albendazole_q90.TOF	II	2222527	C16C8.13.2	C16C8.13	3405339	0.00492884594092731	0.42	NA	Other genes
Albendazole_q90.TOF	II	2222527	F23F1.5.1	F23F1.5	541722	0.00443116828126748	0.42	NA	Other genes
Albendazole_q90.TOF	II	2222527	F45H10.1a.2	alh-7	13484823	0.00485492810161952	0.421	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y38E10A.26.1	nspe-2	12852397	0.0240589616208191	0.421	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y57A10A.31.2	Y57A10A.31	12229812	0.0132246618818387	0.422	NA	Other genes
Albendazole_q90.TOF	II	2222527	C09D4.4b.1	C09D4.4	749717	0.00737834844097454	0.424	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y51H7C.2.1	scl-17	1463718	0.0144170052028736	0.424	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y9D1A.2	Y9D1A.2	7137740	0.00706976583691541	0.425	NA	Other genes
Albendazole_q90.TOF	II	2222527	F49C5.4.1	F49C5.4	12534848	0.00415520536396087	0.427	NA	Other genes
Albendazole_q90.TOF	II	2222527	F58G1.2a.1	F58G1.2	12671847	0.00631306155440833	0.427	NA	Other genes
Albendazole_q90.TOF	II	2222527	M01E10.2a.1	dpy-1	13265642	0.00513713589016915	0.428	NA	Other genes
Albendazole_q90.TOF	II	2222527	R03G5.2.2	sek-1	209512	0.0210695588397769	0.428	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y57A10A.1	Y57A10A.1	12104671	0.00401322572708352	0.428	NA	Other genes
Albendazole_q90.TOF	II	2222527	F39H11.5.2	pbs-7	12181192	0.011273968415163	0.429	NA	Other genes
Albendazole_q90.TOF	II	2222527	F31E8.2a.2	snt-1	946924	0.0103062058860353	0.432	NA	Other genes
Albendazole_q90.TOF	II	2222527	C34D10.1.2	C34D10.1	13265642	0.00725352419115857	0.433	NA	Other genes
Albendazole_q90.TOF	II	2222527	F52D1.3c.1	abu-12	3514693	0.00732745220646573	0.433	NA	Other genes
Albendazole_q90.TOF	II	2222527	F54C9.6.2	bcs-1	9097926	0.00860283454326605	0.433	NA	Other genes
Albendazole_q90.TOF	II	2222527	F54F11.2b.1	nep-17	13514411	0.00649481072351529	0.433	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZK899.8h.1	gap-2	3978307	0.00843784591277271	0.433	NA	Other genes
Albendazole_q90.TOF	II	2222527	F35C5.5a.2	clec-62	12706232	0.00633743077930211	0.434	NA	Other genes
Albendazole_q90.TOF	II	2222527	F46G10.5a.2	ptr-24	7867402	0.0102208531356895	0.434	NA	Other genes
Albendazole_q90.TOF	II	2222527	K08F8.4b.1	pah-1	8689612	0.0103499870434691	0.436	NA	Other genes
Albendazole_q90.TOF	II	2222527	F26A10.2.1	F26A10.2	13265642	0.00610329206944281	0.437	NA	Other genes
Albendazole_q90.TOF	II	2222527	F35C5.5b.1	clec-62	12878710	0.0102514712719648	0.438	NA	Other genes
Albendazole_q90.TOF	II	2222527	W05B2.5.2	col-93	1204125	0.00369149041112978	0.438	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y53C12A.4.2	mop-25.2	12581425	0.00759386613163031	0.438	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y49F6C.8.1	Y49F6C.8	3279150	0.00803658722739071	0.439	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y69H2.3e.1	Y69H2.3	587549	0.0129316713620234	0.439	NA	Other genes
Albendazole_q90.TOF	II	2222527	C24G6.7.1	grl-1	946924	0.00728064538659578	0.441	NA	Other genes
Albendazole_q90.TOF	II	2222527	C18H9.5.1	C18H9.5	6291478	0.00607115665847982	0.442	NA	Other genes
Albendazole_q90.TOF	II	2222527	F59E12.4b.1	npl-4.1	5392976	0.00719927144814973	0.443	NA	Other genes
Albendazole_q90.TOF	II	2222527	F59E12.4b.1	npl-4.1	12048446	0.00719927144814973	0.443	NA	Other genes
Albendazole_q90.TOF	II	2222527	R07C3.13a.1	R07C3.13	1435693	0.0058398836301503	0.443	NA	Other genes
Albendazole_q90.TOF	II	2222527	K02E7.4.1	K02E7.4	902093	0.00759901372476963	0.444	NA	Other genes
Albendazole_q90.TOF	II	2222527	ZC204.12.2	ZC204.12	1611691	0.013545775717881	0.447	NA	Other genes
Albendazole_q90.TOF	II	2222527	C07A9.3c.1	tlk-1	6775816	0.00346495401335542	0.452	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y110A2AR.2i.1	ubc-15	2624924	0.00626776569224266	0.452	NA	Other genes
Albendazole_q90.TOF	II	2222527	F14H3.3.2	F14H3.3	4023780	0.00776811835358071	0.453	NA	Other genes
Albendazole_q90.TOF	II	2222527	F26G1.6b.1	nep-12	551358	0.00416807019565835	0.453	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y39A3B.3.1	Y39A3B.3	2622464	0.0036207637878995	0.454	NA	Other genes
Albendazole_q90.TOF	II	2222527	C16A11.4b.2	C16A11.4	3476086	0.00460296183196254	0.455	NA	Other genes
Albendazole_q90.TOF	II	2222527	C33C12.9.1	mtq-2	2196441	0.00420424335872036	0.455	NA	Other genes
Albendazole_q90.TOF	II	2222527	Y69H2.3d.1	Y69H2.3	587549	0.00926877734234949	0.456	NA	Other genes
Albendazole_q90.TOF	II	2222527	C16A11.2a.2	C16A11.2	2968520	0.00416816013763241	0.457	NA	Other genes
Albendazole_q90.TOF	II	2222527	F18A12.6.1	nep-10	3402871	0.00699276280278098	0.457	NA	Other genes
Albendazole_q90.TOF	II	2222527	R155.1a.2	mboa-6	12001295	0.00977425333169992	0.458	NA	Other genes
Albendazole_q90.TOF	II	2222527	D1054.2.2	pas-2	7867402	0.00435247983271995	0.459	NA	Other genes
Albendazole_q90.TOF	II	2222527	F14D2.4a.1	bath-29	3381332	0.0272248316257542	0.459	NA	Other genes
Albendazole_q90.TOF	II	2222527	F18A12.7.1	F18A12.7	3434788	0.00443861691697303	0.462	NA	Other genes
