trait	transcript	log10p	transcript_Chr	transcript_start
q90TOF_reg_C14A4.7a.1	C14A4.7a.1	35.6756093325321	II	10595266
q90TOF_reg_C14A4.7a.2	C14A4.7a.2	35.8167065906964	II	10595262
q90TOF_reg_C14A4.8.1	C14A4.8.1	36.2790346815071	II	10597104
q90TOF_reg_C14A4.9.1	C14A4.9.1	34.5549615873444	II	10599337
q90TOF_reg_C14A6.10	C14A6.10	35.6970077251081	V	18156524
q90TOF_reg_C14A6.1.1	C14A6.1.1	31.5534674641368	V	18157878
q90TOF_reg_C14A6.12.1	C14A6.12.1	31.4530459272878	V	18162034
q90TOF_reg_C14A6.13.1	C14A6.13.1	31.3155040656552	V	18159652
q90TOF_reg_C14A6.16	C14A6.16	36.4798517368478	V	18146965
q90TOF_reg_C14A6.5.1	C14A6.5.1	31.722367392876	V	18163437
q90TOF_reg_C14A6.6.1	C14A6.6.1	32.2407285431856	V	18165296
q90TOF_reg_C14A6.8.1	C14A6.8.1	30.4181382357186	V	18169043
q90TOF_reg_C14B1.10.2	C14B1.10.2	36.0250106915103	III	3709328
q90TOF_reg_C14B1.1.1	C14B1.1.1	35.1474546907665	III	3699739
q90TOF_reg_C14B1.12.1	C14B1.12.1	35.3658297881745	III	3724222
q90TOF_reg_C14B1.12.2	C14B1.12.2	30.5537893575545	III	3724221
q90TOF_reg_C14B1.1.2	C14B1.1.2	35.7122041403461	III	3699739
q90TOF_reg_C14B1.2.1	C14B1.2.1	34.9894833996868	III	3701929
q90TOF_reg_C14B1.2.2	C14B1.2.2	35.5487019753319	III	3702260
q90TOF_reg_C14B1.3.1	C14B1.3.1	35.4529524410427	III	3703564
q90TOF_reg_C14B1.4.1	C14B1.4.1	35.2734483757924	III	3705285
q90TOF_reg_C14B1.4.2	C14B1.4.2	35.4658485170692	III	3705265
q90TOF_reg_C14B1.5.1	C14B1.5.1	33.1471502975108	III	3706886
q90TOF_reg_C14B1.6a.2	C14B1.6a.2	35.6288487522304	III	3713461
q90TOF_reg_C14B1.6b.1	C14B1.6b.1	35.4281729680648	III	3715160
q90TOF_reg_C14B1.7	C14B1.7	35.3192941662692	III	3719904
q90TOF_reg_C14B1.8.1	C14B1.8.1	35.4834152646036	III	3718651
q90TOF_reg_C14B1.8.2	C14B1.8.2	35.4412348633674	III	3718651
q90TOF_reg_C14B1.9.2	C14B1.9.2	36.2161307182551	III	3725074
q90TOF_reg_C14B9.10.1	C14B9.10.1	35.8590629354674	III	8130852
q90TOF_reg_C14B9.1.1	C14B9.1.1	35.1300128212566	III	8138116
q90TOF_reg_C14B9.1.2	C14B9.1.2	35.9282519271575	III	8138090
q90TOF_reg_C14B9.2.1	C14B9.2.1	35.8709407947869	III	8133665
q90TOF_reg_C14B9.2.2	C14B9.2.2	35.1721808315492	III	8133503
q90TOF_reg_C14B9.3.1	C14B9.3.1	35.4495537129684	III	8108790
q90TOF_reg_C14B9.3.2	C14B9.3.2	34.1369779908699	III	8108703
q90TOF_reg_C14B9.4.1	C14B9.4.1	34.5515146849279	III	8100920
q90TOF_reg_C14B9.4.2	C14B9.4.2	36.2935169094784	III	8101342
q90TOF_reg_C14B9.6a.1	C14B9.6a.1	34.8464951871513	III	8111168
q90TOF_reg_C14B9.6a.2	C14B9.6a.2	34.523990073032	III	8111168
q90TOF_reg_C14B9.6c.1	C14B9.6c.1	35.6589730013685	III	8111168
q90TOF_reg_C14B9.6c.2	C14B9.6c.2	35.3244749992642	III	8111168
q90TOF_reg_C14B9.7.2	C14B9.7.2	37.3214439761226	III	8129550
q90TOF_reg_C14B9.8a.1	C14B9.8a.1	35.4285223798466	III	8139608
q90TOF_reg_C14B9.8a.2	C14B9.8a.2	35.7151556858405	III	8139608
q90TOF_reg_C14B9.8b.1	C14B9.8b.1	36.9192816217689	III	8139911
q90TOF_reg_C14C10.1.1	C14C10.1.1	36.4567378338104	V	12588309
q90TOF_reg_C14C10.2a.1	C14C10.2a.1	35.3895568165585	V	12590976
q90TOF_reg_C14C10.2b.1	C14C10.2b.1	35.1001711561889	V	12590982
q90TOF_reg_C14C10.3a.1	C14C10.3a.1	35.1551753564031	V	12596387
q90TOF_reg_C14C10.3a.2	C14C10.3a.2	35.5532735419099	V	12596387
q90TOF_reg_C14C10.3b.1	C14C10.3b.1	33.945997574743	V	12596395
q90TOF_reg_C14C10.3c.1	C14C10.3c.1	35.804006078653	V	12596395
q90TOF_reg_C14C10.4.2	C14C10.4.2	35.2881902539249	V	12592563
q90TOF_reg_C14C10.5a.1	C14C10.5a.1	34.7195221449046	V	12600192
q90TOF_reg_C14C10.5a.2	C14C10.5a.2	35.5403946163526	V	12600205
q90TOF_reg_C14C10.5b.1	C14C10.5b.1	35.4530138879466	V	12600192
q90TOF_reg_C14C10.5b.2	C14C10.5b.2	34.524263746489	V	12600185
q90TOF_reg_C14C10.6.1	C14C10.6.1	35.2395631934466	V	12607413
q90TOF_reg_C14C10.6.2	C14C10.6.2	35.2520052381125	V	12607409
q90TOF_reg_C14C10.7.1	C14C10.7.1	36.1875156798372	V	12589633
q90TOF_reg_C14C11.1.1	C14C11.1.1	36.5494163514384	V	5663591
q90TOF_reg_C14C11.2.1	C14C11.2.1	35.5250340674166	V	5660928
q90TOF_reg_C14C11.2.2	C14C11.2.2	35.4931854915468	V	5661159
q90TOF_reg_C14C11.3.2	C14C11.3.2	35.4659024036287	V	5654447
q90TOF_reg_C14C11.4.1	C14C11.4.1	35.7222631507694	V	5647564
q90TOF_reg_C14C11.4.2	C14C11.4.2	35.4573147883125	V	5647564
q90TOF_reg_C14C11.6.2	C14C11.6.2	35.5866221652472	V	5658713
q90TOF_reg_C14C11.7.1	C14C11.7.1	35.6245970481979	V	5665242
q90TOF_reg_C14C11.8b.1	C14C11.8b.1	33.6193179748587	V	5669609
q90TOF_reg_C14C6.12	C14C6.12	34.5626931969868	V	570571
q90TOF_reg_C14C6.2a.1	C14C6.2a.1	36.8593543623355	V	563134
q90TOF_reg_C14C6.2b.1	C14C6.2b.1	35.3370440291258	V	563988
q90TOF_reg_C14C6.3.1	C14C6.3.1	30.5901199954523	V	543469
q90TOF_reg_C14C6.4.1	C14C6.4.1	33.3285726008504	V	539460
q90TOF_reg_C14C6.5a.1	C14C6.5a.1	36.7480756394467	V	536628
q90TOF_reg_C14C6.6.1	C14C6.6.1	26.4546718005739	V	545832
q90TOF_reg_C14C6.8.1	C14C6.8.1	32.0068296286643	V	551279
q90TOF_reg_C14F11.1.1	C14F11.1.1	35.245128282281	X	6240983
q90TOF_reg_C14F11.1.2	C14F11.1.2	35.3710784454377	X	6240955
q90TOF_reg_C14F11.2.1	C14F11.2.1	35.0354224600294	X	6208761
q90TOF_reg_C14F11.3.1	C14F11.3.1	35.5637703622754	X	6226126
q90TOF_reg_C14F11.4a.1	C14F11.4a.1	36.3064276964299	X	6230906
q90TOF_reg_C14F11.4b.1	C14F11.4b.1	35.8466866107051	X	6231127
q90TOF_reg_C14F11.5a.1	C14F11.5a.1	34.738854959267	X	6233148
q90TOF_reg_C14F11.5a.2	C14F11.5a.2	37.352982149447	X	6233145
q90TOF_reg_C14F11.5b.1	C14F11.5b.1	36.7406908487784	X	6233151
q90TOF_reg_C14F11.6.1	C14F11.6.1	34.7092503630884	X	6238123
q90TOF_reg_C14F5.1a.2	C14F5.1a.2	34.9930511075543	X	7954349
q90TOF_reg_C14F5.1b.1	C14F5.1b.1	35.0304716400579	X	7954354
q90TOF_reg_C14F5.2.1	C14F5.2.1	35.3447255893022	X	7930738
q90TOF_reg_C14F5.3a.1	C14F5.3a.1	35.5109097662411	X	7937642
q90TOF_reg_C14F5.3b.1	C14F5.3b.1	34.7460999384057	X	7939548
q90TOF_reg_C14F5.3b.2	C14F5.3b.2	35.5590586608665	X	7939716
q90TOF_reg_C14F5.3c.1	C14F5.3c.1	34.9503330746826	X	7937635
q90TOF_reg_C14F5.3c.2	C14F5.3c.2	35.83199643327	X	7937635
q90TOF_reg_C14F5.3e.1	C14F5.3e.1	35.8847815362061	X	7937633
q90TOF_reg_C14F5.3f.1	C14F5.3f.1	36.2887171579706	X	7937635
q90TOF_reg_C14F5.4.2	C14F5.4.2	36.8581808876765	X	7956194
q90TOF_reg_C14F5.5.2	C14F5.5.2	34.6451259181344	X	7959452
q90TOF_reg_C14H10.1.1	C14H10.1.1	35.8222919738358	X	10233739
q90TOF_reg_C14H10.1.2	C14H10.1.2	35.6015975667287	X	10233734
q90TOF_reg_C14H10.2a.1	C14H10.2a.1	35.7423339259591	X	10242325
q90TOF_reg_C14H10.2c.1	C14H10.2c.1	36.0455052659028	X	10242325
q90TOF_reg_C14H10.2d.1	C14H10.2d.1	34.8235549152531	X	10242330
q90TOF_reg_C14H10.2e.1	C14H10.2e.1	35.2034368351627	X	10242623
q90TOF_reg_C14H10.3a.2	C14H10.3a.2	35.5042187762539	X	10220640
q90TOF_reg_C14H10.3b.2	C14H10.3b.2	35.3522663092232	X	10220641
q90TOF_reg_C15A11.2.2	C15A11.2.2	36.3693004944599	I	7387368
q90TOF_reg_C15A11.3.1	C15A11.3.1	34.8209411428503	I	7389049
q90TOF_reg_C15A11.4.2	C15A11.4.2	35.7850578706515	I	7398710
q90TOF_reg_C15A11.5.1	C15A11.5.1	35.9210482727407	I	7401674
q90TOF_reg_C15A11.6.1	C15A11.6.1	35.679211864272	I	7403291
q90TOF_reg_C15A11.7a.1	C15A11.7a.1	36.3587454690879	I	7404950
q90TOF_reg_C15A7.1.1	C15A7.1.1	35.7616521284513	X	12065264
q90TOF_reg_C15A7.4.1	C15A7.4.1	35.3596373254955	X	12068550
q90TOF_reg_C15B12.1.2	C15B12.1.2	35.9144301095739	X	6476795
q90TOF_reg_C15B12.2.1	C15B12.2.1	35.4283290163043	X	6463412
q90TOF_reg_C15B12.4.1	C15B12.4.1	34.5502779300564	X	6470433
q90TOF_reg_C15B12.5a.1	C15B12.5a.1	35.573067813254	X	6479447
q90TOF_reg_C15B12.5b.1	C15B12.5b.1	35.4418772543762	X	6479445
q90TOF_reg_C15B12.6a.1	C15B12.6a.1	35.3046196559612	X	6496803
q90TOF_reg_C15B12.6b.1	C15B12.6b.1	35.435870252093	X	6496823
q90TOF_reg_C15B12.7a.1	C15B12.7a.1	35.8932421299702	X	6499923
q90TOF_reg_C15B12.7a.2	C15B12.7a.2	33.5159599803759	X	6499923
q90TOF_reg_C15B12.7b.1	C15B12.7b.1	35.7347309339772	X	6499929
q90TOF_reg_C15B12.7b.2	C15B12.7b.2	34.6430470902449	X	6499927
q90TOF_reg_C15B12.7c.1	C15B12.7c.1	36.8274620754109	X	6499925
q90TOF_reg_C15B12.8.1	C15B12.8.1	37.975347443103	X	6474270
q90TOF_reg_C15C6.1.2	C15C6.1.2	35.0055769697001	I	12202226
q90TOF_reg_C15C6.2a.1	C15C6.2a.1	35.9793649634187	I	12203800
q90TOF_reg_C15C6.2b.1	C15C6.2b.1	36.3259345931108	I	12203851
q90TOF_reg_C15C6.3.1	C15C6.3.1	34.8407751854573	I	12207097
q90TOF_reg_C15C6.4.1	C15C6.4.1	35.1042430752789	I	12213106
q90TOF_reg_C15C7.1.1	C15C7.1.1	35.3850354161212	X	3164519
q90TOF_reg_C15C7.1.2	C15C7.1.2	35.2960708806583	X	3164521
q90TOF_reg_C15C7.2.1	C15C7.2.1	34.789401247881	X	3159940
q90TOF_reg_C15C7.2.2	C15C7.2.2	34.0729449398394	X	3159938
q90TOF_reg_C15C7.4.1	C15C7.4.1	36.3102609620315	X	3145565
q90TOF_reg_C15C7.5.1	C15C7.5.1	35.5500839920833	X	3151149
q90TOF_reg_C15C7.5.2	C15C7.5.2	35.7625569498325	X	3151149
q90TOF_reg_C15C7.6.1	C15C7.6.1	35.5292053771475	X	3167535
q90TOF_reg_C15C7.7.1	C15C7.7.1	35.6371363997649	X	3165796
q90TOF_reg_C15C7.7.2	C15C7.7.2	33.035662761526	X	3165796
q90TOF_reg_C15C8.1.1	C15C8.1.1	35.2455542792533	V	12733553
q90TOF_reg_C15C8.1.2	C15C8.1.2	35.4207392191905	V	12733553
q90TOF_reg_C15C8.3a.2	C15C8.3a.2	34.4579798480754	V	12742039
q90TOF_reg_C15C8.3b.1	C15C8.3b.1	34.9724901872428	V	12743039
q90TOF_reg_C15C8.4.2	C15C8.4.2	36.3901851870951	V	12745200
q90TOF_reg_C15C8.5.1	C15C8.5.1	36.1257196418191	V	12748180
q90TOF_reg_C15C8.6.1	C15C8.6.1	35.5141048208201	V	12749707
q90TOF_reg_C15C8.7.2	C15C8.7.2	35.5206067498335	V	12744160
q90TOF_reg_C15F1.1a.1	C15F1.1a.1	36.076113166144	II	6989873
q90TOF_reg_C15F1.1a.2	C15F1.1a.2	35.5807120754772	II	6989873
q90TOF_reg_C15F1.1b.1	C15F1.1b.1	34.7150663612876	II	6989880
q90TOF_reg_C15F1.2.1	C15F1.2.1	35.4521761800341	II	6979953
q90TOF_reg_C15F1.3a.1	C15F1.3a.1	37.0231348780093	II	6955384
q90TOF_reg_C15F1.3b.1	C15F1.3b.1	35.4594809395783	II	6958053
q90TOF_reg_C15F1.3c.1	C15F1.3c.1	35.9037040878519	II	6955619
q90TOF_reg_C15F1.4.2	C15F1.4.2	34.8101229854269	II	6965797
q90TOF_reg_C15F1.5a.1	C15F1.5a.1	36.2458178358692	II	6967900
q90TOF_reg_C15F1.5b.1	C15F1.5b.1	35.4980915551899	II	6967982
q90TOF_reg_C15F1.6.2	C15F1.6.2	35.8304452624203	II	6970668
q90TOF_reg_C15F1.7a.1	C15F1.7a.1	36.0315228844685	II	6972709
q90TOF_reg_C15F1.8.1	C15F1.8.1	34.9736214687255	II	6975984
q90TOF_reg_C15H11.10.2	C15H11.10.2	35.946935240097	V	14392130
q90TOF_reg_C15H11.11a.1	C15H11.11a.1	35.4288160113543	V	14415511
q90TOF_reg_C15H11.1.1	C15H11.1.1	36.3076184914695	V	14393804
q90TOF_reg_C15H11.13.1	C15H11.13.1	36.1436271652085	V	14393807
q90TOF_reg_C15H11.2a.1	C15H11.2a.1	35.016361482517	V	14409074
q90TOF_reg_C15H11.3.1	C15H11.3.1	35.7648385749116	V	14411636
q90TOF_reg_C15H11.4.2	C15H11.4.2	35.0625055930598	V	14420069
q90TOF_reg_C15H11.5.1	C15H11.5.1	34.0457640322823	V	14417903
q90TOF_reg_C15H11.5.2	C15H11.5.2	35.3125111454068	V	14417955
q90TOF_reg_C15H11.6.1	C15H11.6.1	34.3825077672427	V	14416067
q90TOF_reg_C15H11.7.2	C15H11.7.2	35.4613727685057	V	14421562
q90TOF_reg_C15H11.8.1	C15H11.8.1	34.4814227077867	V	14422725
q90TOF_reg_C15H11.8.2	C15H11.8.2	34.6600103505114	V	14422720
q90TOF_reg_C15H11.9.2	C15H11.9.2	35.9767326820096	V	14423776
q90TOF_reg_C15H7.2	C15H7.2	35.9414389243963	III	9652313
q90TOF_reg_C15H7.3.1	C15H7.3.1	36.6493488829721	III	9650422
q90TOF_reg_C15H7.3.2	C15H7.3.2	35.5075227257818	III	9650412
q90TOF_reg_C15H7.4.1	C15H7.4.1	36.2531264766323	III	9654360
q90TOF_reg_C15H9.11.2	C15H9.11.2	36.0744435811994	X	6102881
q90TOF_reg_C15H9.1.1	C15H9.1.1	35.422526652441	X	6122315
q90TOF_reg_C15H9.2.1	C15H9.2.1	34.7724903959813	X	6118531
q90TOF_reg_C15H9.4.1	C15H9.4.1	35.2315531408494	X	6097645
q90TOF_reg_C15H9.4.2	C15H9.4.2	35.4617545460572	X	6101158
q90TOF_reg_C15H9.5.1	C15H9.5.1	35.4064166777756	X	6093300
q90TOF_reg_C15H9.5.2	C15H9.5.2	35.4723934176614	X	6093239
q90TOF_reg_C15H9.6a.2	C15H9.6a.2	35.418408288716	X	6089028
q90TOF_reg_C15H9.6b.1	C15H9.6b.1	35.1386171965033	X	6089391
q90TOF_reg_C15H9.7.2	C15H9.7.2	36.2898093375982	X	6106920
q90TOF_reg_C15H9.8a.1	C15H9.8a.1	35.9104494488009	X	6110751
q90TOF_reg_C15H9.9.1	C15H9.9.1	35.5404358715285	X	6127454
q90TOF_reg_C15H9.9.2	C15H9.9.2	36.0814985423035	X	6127454
q90TOF_reg_C16A11.10.1	C16A11.10.1	35.6893099370693	II	4231385
q90TOF_reg_C16A11.10.2	C16A11.10.2	35.867767958627	II	4231383
q90TOF_reg_C16A11.1b.1	C16A11.1b.1	35.5413270825698	II	4247197
q90TOF_reg_C16A11.2a.1	C16A11.2a.1	35.4269785320302	II	4238203
q90TOF_reg_C16A11.2a.2	C16A11.2a.2	34.9876433911353	II	4238159
q90TOF_reg_C16A11.2b.1	C16A11.2b.1	35.1751773926622	II	4239490
q90TOF_reg_C16A11.3a.1	C16A11.3a.1	29.9619935650934	II	4229545
q90TOF_reg_C16A11.4a.2	C16A11.4a.2	35.1792569554403	II	4227045
q90TOF_reg_C16A11.4b.2	C16A11.4b.2	35.7741465739767	II	4227040
q90TOF_reg_C16A11.5a.1	C16A11.5a.1	33.0586794125673	II	4223305
q90TOF_reg_C16A11.5a.2	C16A11.5a.2	35.7032548269872	II	4223309
q90TOF_reg_C16A11.5b.1	C16A11.5b.1	34.7496976724055	II	4223305
q90TOF_reg_C16A11.5b.2	C16A11.5b.2	34.9622640262896	II	4223309
q90TOF_reg_C16A11.5c.1	C16A11.5c.1	34.1328983248072	II	4223314
q90TOF_reg_C16A11.5d.1	C16A11.5d.1	33.4269261165865	II	4223314
q90TOF_reg_C16A11.6.1	C16A11.6.1	35.4511856927933	II	4236504
q90TOF_reg_C16A11.6.2	C16A11.6.2	34.6364776718717	II	4236500
q90TOF_reg_C16A11.7.1	C16A11.7.1	36.2713575801254	II	4255848
q90TOF_reg_C16A11.9.1	C16A11.9.1	35.1811188659168	II	4234903
q90TOF_reg_C16A3.10.1	C16A3.10.1	35.8580165055569	III	6394235
q90TOF_reg_C16A3.10.2	C16A3.10.2	35.4387465261605	III	6394235
q90TOF_reg_C16A3.1a.1	C16A3.1a.1	33.7139370817781	III	6390946
q90TOF_reg_C16A3.1b.1	C16A3.1b.1	32.5436613887	III	6390947
q90TOF_reg_C16A3.1c.1	C16A3.1c.1	35.5822562070555	III	6390944
q90TOF_reg_C16A3.2.1	C16A3.2.1	34.7690355120708	III	6389833
q90TOF_reg_C16A3.2.2	C16A3.2.2	35.5271201198008	III	6389831
q90TOF_reg_C16A3.3.1	C16A3.3.1	34.8940813487595	III	6383552
q90TOF_reg_C16A3.3.2	C16A3.3.2	35.3109215593673	III	6383545
q90TOF_reg_C16A3.4.1	C16A3.4.1	35.012321309554	III	6381634
q90TOF_reg_C16A3.4.2	C16A3.4.2	35.1259747583797	III	6381634
q90TOF_reg_C16A3.5.1	C16A3.5.1	35.9584873259919	III	6380772
q90TOF_reg_C16A3.5.2	C16A3.5.2	34.7975887588275	III	6380695
q90TOF_reg_C16A3.6.1	C16A3.6.1	34.7174194396231	III	6379212
q90TOF_reg_C16A3.6.2	C16A3.6.2	36.3267175278053	III	6379443
q90TOF_reg_C16A3.7.1	C16A3.7.1	35.3060328407869	III	6375379
q90TOF_reg_C16A3.7.2	C16A3.7.2	35.1117943025779	III	6375377
q90TOF_reg_C16A3.8.1	C16A3.8.1	33.9049044543811	III	6368042
q90TOF_reg_C16A3.9.1	C16A3.9.1	35.4441099780242	III	6374048
q90TOF_reg_C16A3.9.2	C16A3.9.2	37.1405417181391	III	6374094
q90TOF_reg_C16B8.1.1	C16B8.1.1	35.4991965605089	X	3958552
q90TOF_reg_C16B8.1.2	C16B8.1.2	34.8241028040025	X	3958497
q90TOF_reg_C16B8.2.1	C16B8.2.1	35.2975093078409	X	3961849
q90TOF_reg_C16B8.3.1	C16B8.3.1	35.189435783416	X	3968140
q90TOF_reg_C16B8.4.1	C16B8.4.1	35.2942090757777	X	3970389
q90TOF_reg_C16B8.4.2	C16B8.4.2	34.6442692939622	X	3970389
q90TOF_reg_C16C10.10.1	C16C10.10.1	34.6012841308601	III	4153599
q90TOF_reg_C16C10.11.2	C16C10.11.2	36.4577863677132	III	4152048
q90TOF_reg_C16C10.1.1	C16C10.1.1	35.1504290433972	III	4178783
q90TOF_reg_C16C10.12a.1	C16C10.12a.1	36.3462564586719	III	4147425
q90TOF_reg_C16C10.12b.1	C16C10.12b.1	34.8601403865455	III	4147454
q90TOF_reg_C16C10.1.2	C16C10.1.2	36.0115630450436	III	4178786
q90TOF_reg_C16C10.13.1	C16C10.13.1	36.1330571090953	III	4176440
q90TOF_reg_C16C10.2.2	C16C10.2.2	35.0538041824371	III	4177532
q90TOF_reg_C16C10.3.1	C16C10.3.1	35.6717548827029	III	4172337
q90TOF_reg_C16C10.3.2	C16C10.3.2	34.1952981624221	III	4172332
q90TOF_reg_C16C10.4.1	C16C10.4.1	35.242984797431	III	4171336
q90TOF_reg_C16C10.4.2	C16C10.4.2	35.5070394956832	III	4171334
q90TOF_reg_C16C10.5.1	C16C10.5.1	32.7235407065326	III	4168777
q90TOF_reg_C16C10.6.1	C16C10.6.1	35.2069569086409	III	4166944
q90TOF_reg_C16C10.7a.2	C16C10.7a.2	34.778679482143	III	4164274
q90TOF_reg_C16C10.7b.2	C16C10.7b.2	35.4409210613013	III	4164273
q90TOF_reg_C16C10.7c.1	C16C10.7c.1	34.9447880244132	III	4164543
q90TOF_reg_C16C10.7d.1	C16C10.7d.1	35.4487466129356	III	4164543
q90TOF_reg_C16C10.8.2	C16C10.8.2	32.4554337000848	III	4161937
q90TOF_reg_C16C2.1.1	C16C2.1.1	35.6546407892551	I	9727169
q90TOF_reg_C16C2.2a.1	C16C2.2a.1	36.264978388832	I	9722721
q90TOF_reg_C16C2.2a.2	C16C2.2a.2	35.3317368021542	I	9722550
q90TOF_reg_C16C2.2b.1	C16C2.2b.1	35.4392253794423	I	9722716
q90TOF_reg_C16C2.3a.1	C16C2.3a.1	35.5127718344619	I	9715322
q90TOF_reg_C16C2.3a.2	C16C2.3a.2	35.2740509345821	I	9712869
q90TOF_reg_C16C2.4a.2	C16C2.4a.2	35.5413626305437	I	9712822
q90TOF_reg_C16C2.4b.1	C16C2.4b.1	35.3715984769253	I	9712824
q90TOF_reg_C16C4.15.1	C16C4.15.1	17.1670199974236	II	1871545
q90TOF_reg_C16C4.15.2	C16C4.15.2	17.9466578158784	II	1871548
q90TOF_reg_C16C4.18.2	C16C4.18.2	16.1481675093778	II	1860649
q90TOF_reg_C16C4.4b.1	C16C4.4b.1	18.140859809618	II	1869420
q90TOF_reg_C16C4.5.1	C16C4.5.1	15.55082864507	II	1866381
q90TOF_reg_C16C4.6.1	C16C4.6.1	16.3756934617243	II	1862634
q90TOF_reg_C16C4.9	C16C4.9	15.3187263091811	II	1879588
q90TOF_reg_C16C8.11.2	C16C8.11.2	36.0915686555858	II	3453708
q90TOF_reg_C16C8.12.1	C16C8.12.1	35.2892620024676	II	3452721
q90TOF_reg_C16C8.13.2	C16C8.13.2	35.3979441957278	II	3446947
q90TOF_reg_C16C8.14.1	C16C8.14.1	35.5313119742746	II	3446950
q90TOF_reg_C16C8.14.2	C16C8.14.2	35.2898521404595	II	3449216
q90TOF_reg_C16C8.16.1	C16C8.16.1	35.2056031833809	II	3445756
q90TOF_reg_C16C8.18.1	C16C8.18.1	36.2327312060053	II	3429700
q90TOF_reg_C16C8.20.1	C16C8.20.1	33.2115330932523	II	3446947
q90TOF_reg_C16C8.21.1	C16C8.21.1	35.2554590040954	II	3448206
q90TOF_reg_C16C8.2.1	C16C8.2.1	32.1703621800658	II	3431285
q90TOF_reg_C16C8.22.1	C16C8.22.1	35.8214127211182	II	3442455
q90TOF_reg_C16C8.26.1	C16C8.26.1	34.4503597082888	II	3455751
q90TOF_reg_C16C8.4.2	C16C8.4.2	35.2238559816193	II	3443481
q90TOF_reg_C16C8.5.1	C16C8.5.1	35.3583340909081	II	3444670
q90TOF_reg_C16D2.1a.1	C16D2.1a.1	36.4985159043855	II	9127270
q90TOF_reg_C16D2.1a.2	C16D2.1a.2	35.4419973943627	II	9129037
q90TOF_reg_C16D2.1b.2	C16D2.1b.2	35.4796402260933	II	9116599
q90TOF_reg_C16D2.2.1	C16D2.2.1	35.3985318487399	II	9136178
q90TOF_reg_C16D6.2a.1	C16D6.2a.1	35.495249891855	X	12536983
q90TOF_reg_C16D6.2c.1	C16D6.2c.1	35.1152219943573	X	12536978
q90TOF_reg_C16D6.2d.1	C16D6.2d.1	35.5267551009551	X	12538030
q90TOF_reg_C16D9.1.1	C16D9.1.1	34.2097285416857	V	8259314
q90TOF_reg_C16D9.2.1	C16D9.2.1	35.3897916921072	V	8228278
q90TOF_reg_C16D9.4.1	C16D9.4.1	35.7044766306311	V	8240927
q90TOF_reg_C16D9.5.1	C16D9.5.1	36.0685123182681	V	8243679
q90TOF_reg_C16D9.6.1	C16D9.6.1	34.2974002181431	V	8248112
q90TOF_reg_C16D9.9.1	C16D9.9.1	35.4550435213554	V	8264241
q90TOF_reg_C16E9.1.1	C16E9.1.1	35.970578093285	X	6940217
q90TOF_reg_C16E9.2a.2	C16E9.2a.2	35.2470031167287	X	6935722
q90TOF_reg_C16E9.4a.1	C16E9.4a.1	36.2649998080921	X	6943739
q90TOF_reg_C16E9.4b.1	C16E9.4b.1	34.7782804091281	X	6946475
q90TOF_reg_C16H3.2.1	C16H3.2.1	36.1061005525491	X	17600293
q90TOF_reg_C16H3.3a.1	C16H3.3a.1	35.0514456211409	X	17601607
q90TOF_reg_C16H3.3b.1	C16H3.3b.1	35.6194017565138	X	17601977
q90TOF_reg_C17A2.5.1	C17A2.5.1	34.9057926516186	II	3833250
q90TOF_reg_C17B7.11.1	C17B7.11.1	36.0417241243374	V	3345306
q90TOF_reg_C17B7.4.1	C17B7.4.1	36.3609673265689	V	3339311
q90TOF_reg_C17B7.5.1	C17B7.5.1	36.5999279219739	V	3333634
q90TOF_reg_C17B7.8b.1	C17B7.8b.1	33.2812501607974	V	3320748
q90TOF_reg_C17C3.11.1	C17C3.11.1	35.9519487140784	II	5537835
q90TOF_reg_C17C3.11.2	C17C3.11.2	35.4852571311797	II	5537835
q90TOF_reg_C17C3.12a.2	C17C3.12a.2	32.7394219527239	II	5544781
q90TOF_reg_C17C3.12b.1	C17C3.12b.1	36.1638872896718	II	5544779
q90TOF_reg_C17C3.12c.1	C17C3.12c.1	35.4161166798634	II	5544781
q90TOF_reg_C17C3.12c.2	C17C3.12c.2	33.2760446899606	II	5544778
q90TOF_reg_C17C3.12d.2	C17C3.12d.2	33.2242529837362	II	5544778
q90TOF_reg_C17C3.12e.1	C17C3.12e.1	33.2850807099436	II	5544804
q90TOF_reg_C17C3.15.1	C17C3.15.1	36.5715404149084	II	5570651
q90TOF_reg_C17C3.15.2	C17C3.15.2	36.2730862473757	II	5570520
q90TOF_reg_C17C3.19.2	C17C3.19.2	34.2962517830764	II	5554615
q90TOF_reg_C17C3.1a.1	C17C3.1a.1	35.2125825936239	II	5570885
q90TOF_reg_C17C3.1b.1	C17C3.1b.1	35.5821732567321	II	5572233
q90TOF_reg_C17C3.1e.1	C17C3.1e.1	35.0900759742694	II	5572705
q90TOF_reg_C17C3.3.1	C17C3.3.1	35.5825179578486	II	5561737
q90TOF_reg_C17C3.4.1	C17C3.4.1	35.4837840955509	II	5556731
q90TOF_reg_C17C3.5.1	C17C3.5.1	35.9711170182244	II	5549739
q90TOF_reg_C17C3.6.1	C17C3.6.1	35.4549465592838	II	5550046
q90TOF_reg_C17C3.9.1	C17C3.9.1	36.0683430114027	II	5531313
q90TOF_reg_C17D12.1a.1	C17D12.1a.1	36.2051378570151	I	11611672
q90TOF_reg_C17D12.1b.1	C17D12.1b.1	35.4082450809317	I	11611673
q90TOF_reg_C17D12.2a.1	C17D12.2a.1	34.9565725871285	I	11592302
